 CONJUNTO, EVALUADOR, BUSQUEDA, CLASIFICADOR, ATTR, %ICC, NTI, ICC, ICI, ROC, F-STAT, PROM, MIN,  MAX, SD, MAX-MIN, FEAT1, FEAT2, FEAT3, FEAT4, FEAT5, FEAT6, FEAT7, FEAT8, FEAT9, FEAT10
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,FT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,FT,4,72.973,37,27,10,0.75294,0.72772,72.973,72.973,72.973,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,FT,3,72.973,37,27,10,0.75294,0.72772,72.973,72.973,72.973,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,FT,2,67.5676,37,25,12,0.75588,0.67568,67.5676,67.5676,67.5676,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,FT,1,67.5676,37,25,12,0.75588,0.67568,67.5676,67.5676,67.5676,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,J48graft,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,J48graft,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,J48graft,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,J48graft,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,J48graft,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,J48graft,4,75.6757,37,28,9,0.66912,0.74334,75.6757,75.6757,75.6757,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,J48graft,3,78.3784,37,29,8,0.70735,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,J48graft,2,78.3784,37,29,8,0.69412,0.76854,78.3784,78.3784,78.3784,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,J48graft,1,78.3784,37,29,8,0.72353,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LADTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LADTree,4,72.973,37,27,10,0.79118,0.73012,72.973,72.973,72.973,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LADTree,3,67.5676,37,25,12,0.75882,0.67615,67.5676,67.5676,67.5676,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LADTree,2,64.8649,37,24,13,0.74559,0.64916,64.8649,64.8649,64.8649,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LADTree,1,67.5676,37,25,12,0.75441,0.67615,67.5676,67.5676,67.5676,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LMT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LMT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LMT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LMT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LMT,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LMT,4,78.3784,37,29,8,0.68235,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LMT,3,78.3784,37,29,8,0.65882,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LMT,2,78.3784,37,29,8,0.64412,0.76854,78.3784,78.3784,78.3784,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,LMT,1,72.973,37,27,10,0.74412,0.724,72.973,72.973,72.973,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,NBTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,NBTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,NBTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,NBTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,NBTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,NBTree,4,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,NBTree,3,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,NBTree,2,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,NBTree,1,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomForest,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomForest,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomForest,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomForest,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomForest,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomForest,4,67.5676,37,25,12,0.79265,0.67615,67.5676,67.5676,67.5676,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomForest,3,75.6757,37,28,9,0.75294,0.75604,75.6757,75.6757,75.6757,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomForest,2,70.2703,37,26,11,0.77206,0.70314,70.2703,70.2703,70.2703,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomForest,1,67.5676,37,25,12,0.76324,0.67473,67.5676,67.5676,67.5676,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomTree,4,67.5676,37,25,12,0.67794,0.67615,67.5676,67.5676,67.5676,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomTree,3,70.2703,37,26,11,0.70294,0.70314,70.2703,70.2703,70.2703,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomTree,2,72.973,37,27,10,0.73676,0.72894,72.973,72.973,72.973,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,RandomTree,1,70.2703,37,26,11,0.69853,0.70182,70.2703,70.2703,70.2703,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,REPTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,REPTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,REPTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,REPTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,REPTree,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,REPTree,4,78.3784,37,29,8,0.74706,0.76854,78.3784,78.3784,78.3784,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,REPTree,3,81.0811,37,30,7,0.78529,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,REPTree,2,78.3784,37,29,8,0.74706,0.76854,78.3784,78.3784,78.3784,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,REPTree,1,70.2703,37,26,11,0.65294,0.6863,70.2703,70.2703,70.2703,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,SimpleCart,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,SimpleCart,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsCAutot1','HjorthMobi','PearsAutoct1','PartialAutt1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,SimpleCart,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,SimpleCart,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitNRMSEm1h1','PearsAutoct1','PearsCAutot1','PartialAutt1','HjorthMobi','MaxMaxTimeMEANa1w1','KendaCAutot1'
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,SimpleCart,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitCCm1h1','AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','PartialAutt1','PearsAutoct1','PearsCAutot1','HjorthMobi',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,SimpleCart,4,78.3784,37,29,8,0.73824,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitCCm1h1','HjorthComp','AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,SimpleCart,3,78.3784,37,29,8,0.71324,0.77472,78.3784,78.3784,78.3784,0,0,'AR_____FitNMSEm1h1','AR_____FitNRMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,SimpleCart,2,78.3784,37,29,8,0.71324,0.77472,78.3784,78.3784,78.3784,0,0,'HjorthComp','AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,FilteredAttributeEval,Ranker,SimpleCart,1,75.6757,37,28,9,0.70147,0.74334,75.6757,75.6757,75.6757,0,0,'AR_____FitNRMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,GainRatioAttributeEval,Ranker,BayesNet,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitCCm1h1','PartialAutt1','PearsAutoct1','HjorthMobi','PearsCAutot1','DetFluctAna','SkewnessTS'
Conjunto Alzheimer Local SS-WOJ,GainRatioAttributeEval,Ranker,BayesNet,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNMSEm1h1','PearsAutoct1','PearsCAutot1','HjorthMobi','PartialAutt1','DetFluctAna','SkewnessTS'
Conjunto Alzheimer Local SS-WOJ,GainRatioAttributeEval,Ranker,BayesNet,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitCCm1h1','PearsCAutot1','HjorthMobi','PartialAutt1','PearsAutoct1','DetFluctAna','AR_PredictNRMSEf50m1h1'
Conjunto Alzheimer Local SS-WOJ,GainRatioAttributeEval,Ranker,BayesNet,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNRMSEm1h1','AR_____FitCCm1h1','HjorthComp','AR_____FitNMSEm1h1','HjorthMobi','PearsAutoct1','PartialAutt1','PearsCAutot1','DetFluctAna','AR_PredictNMSEf50m1h1'
Conjunto Alzheimer Local SS-WOJ,GainRatioAttributeEval,Ranker,BayesNet,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitCCm1h1','PartialAutt1','HjorthMobi','PearsAutoct1','PearsCAutot1',' ',' '
Conjunto Alzheimer Local SS-WOJ,GainRatioAttributeEval,Ranker,BayesNet,4,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitNRMSEm1h1','HjorthComp','AR_____FitNMSEm1h1','AR_____FitCCm1h1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,GainRatioAttributeEval,Ranker,BayesNet,3,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitCCm1h1','AR_____FitNMSEm1h1','HjorthComp',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,GainRatioAttributeEval,Ranker,BayesNet,2,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'HjorthComp','AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,GainRatioAttributeEval,Ranker,BayesNet,1,81.0811,37,30,7,0.73235,0.80037,81.0811,81.0811,81.0811,0,0,'AR_____FitNMSEm1h1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,GainRatioAttributeEval,Ranker,NaiveBayes,0,0,0,0,0,0,0,0,0,0,0,0,'AR_____FitNRMSEm1h1','AR_____FitNMSEm1h1','HjorthComp','AR_____FitCCm1h1','PartialAutt1','PearsAutoct1','HjorthMobi','PearsCAutot1','DetFluctAna','SkewnessTS'
